"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"DB_Reg_E111TIC11_OP";"2024-01-29 14:17:58";0;1;45320595810,162
"DB_Reg_E111TIC01_OP";"2024-01-29 14:17:58";10;1;45320595810,162
"DB_Reg_E111TIC01_SP";"2024-01-29 14:18:03";1,55;1;45320595869,4329
"DB_Reg_E111TIC01_PV";"2024-01-29 14:18:03";64,3944;1;45320595869,4329
"DB_Reg_E111TIC11_OP";"2024-01-29 14:18:03";0;1;45320595869,4329
"DB_Reg_E111TIC01_OP";"2024-01-29 14:18:03";10;1;45320595869,4444
"DB_Reg_E111TIC01_SP";"2024-01-29 14:18:08";1,55;1;45320595927,963
"DB_Reg_E111TIC01_PV";"2024-01-29 14:18:08";64,38995;1;45320595927,963
"DB_Reg_E111TIC11_OP";"2024-01-29 14:18:08";0;1;45320595927,9745
"DB_Reg_E111TIC01_OP";"2024-01-29 14:18:08";10;1;45320595927,9745
"DB_Reg_E111TIC01_SP";"2024-01-29 14:18:13";1,55;1;45320595986,4931
"DB_Reg_E111TIC01_PV";"2024-01-29 14:18:13";64,39125;1;45320595986,4931
"DB_Reg_E111TIC11_OP";"2024-01-29 14:18:13";0;1;45320595986,4931
"DB_Reg_E111TIC01_OP";"2024-01-29 14:18:13";10;1;45320595986,5046
"DB_Reg_E111TIC01_SP";"2024-01-29 14:18:18";1,55;1;45320596045,0231
"DB_Reg_E111TIC01_PV";"2024-01-29 14:18:18";64,39233;1;45320596045,0231
"DB_Reg_E111TIC11_OP";"2024-01-29 14:18:18";0;1;45320596045,0347
"DB_Reg_E111TIC01_OP";"2024-01-29 14:18:18";10;1;45320596045,0347
"DB_Reg_E111TIC01_SP";"2024-01-29 14:18:23";1,55;1;45320596103,5648
"DB_Reg_E111TIC01_PV";"2024-01-29 14:18:23";64,39703;1;45320596103,5648
"DB_Reg_E111TIC11_OP";"2024-01-29 14:18:23";0;1;45320596103,5764
"DB_Reg_E111TIC01_OP";"2024-01-29 14:18:23";10;1;45320596103,5764
"DB_Reg_E111TIC01_SP";"2024-01-29 14:18:28";1,55;1;45320596162,0949
"DB_Reg_E111TIC01_PV";"2024-01-29 14:18:28";64,39048;1;45320596162,0949
"DB_Reg_E111TIC11_OP";"2024-01-29 14:18:28";0;1;45320596162,1065
"DB_Reg_E111TIC01_OP";"2024-01-29 14:18:28";10;1;45320596162,1065
