"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:23";12,00034;1;45320595399,5718
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:23";65,30754;1;45320595399,5718
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:23";11,03345;1;45320595399,5833
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:23";65,53081;1;45320595399,5833
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:28";12,00002;1;45320595458,1019
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:28";65,30678;1;45320595458,1019
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:28";10,73615;1;45320595458,1134
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:28";65,67603;1;45320595458,1134
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:33";12;1;45320595517,5
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:33";65,31139;1;45320595517,5
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:33";9,541031;1;45320595517,5116
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:33";66,31709;1;45320595517,5116
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:38";11,90667;1;45320595576,0417
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:38";65,31033;1;45320595576,0417
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:38";8,975312;1;45320595576,0417
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:38";66,16576;1;45320595576,0532
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:43";11,90022;1;45320595634,5833
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:43";65,30936;1;45320595634,5833
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:43";10,66806;1;45320595634,5833
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:43";64,60967;1;45320595634,5833
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:48";11,9;1;45320595693,1019
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:48";65,30598;1;45320595693,1019
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:48";10,50219;1;45320595693,1134
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:48";65,08972;1;45320595693,1134
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:53";11,91695;1;45320595751,632
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:53";65,30833;1;45320595751,632
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:53";10,20961;1;45320595751,6435
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:53";65,38107;1;45320595751,6435
"DB_Reg_E111TIC11_PV";"2024-01-29 14:17:58";11,99722;1;45320595810,162
"DB_Reg_E111TIC11_SP";"2024-01-29 14:17:58";65,30653;1;45320595810,1736
"DB_Reg_E111TIC12_OP";"2024-01-29 14:17:58";9,93167;1;45320595810,1736
"DB_Reg_E111TIC12_PV";"2024-01-29 14:17:58";65,54664;1;45320595810,1736
"DB_Reg_E111TIC11_PV";"2024-01-29 14:18:03";11,9999;1;45320595869,4444
"DB_Reg_E111TIC11_SP";"2024-01-29 14:18:03";65,30109;1;45320595869,4444
"DB_Reg_E111TIC12_OP";"2024-01-29 14:18:03";9,391589;1;45320595869,4444
"DB_Reg_E111TIC12_PV";"2024-01-29 14:18:03";65,78411;1;45320595869,4444
"DB_Reg_E111TIC11_PV";"2024-01-29 14:18:08";12,06433;1;45320595927,9745
"DB_Reg_E111TIC11_SP";"2024-01-29 14:18:08";65,3011;1;45320595927,9745
"DB_Reg_E111TIC12_OP";"2024-01-29 14:18:08";10,69332;1;45320595927,9861
"DB_Reg_E111TIC12_PV";"2024-01-29 14:18:08";64,67863;1;45320595927,9861
"DB_Reg_E111TIC11_PV";"2024-01-29 14:18:13";12,09883;1;45320595986,5046
"DB_Reg_E111TIC11_SP";"2024-01-29 14:18:13";65,3057;1;45320595986,5046
"DB_Reg_E111TIC12_OP";"2024-01-29 14:18:13";10,61983;1;45320595986,5162
"DB_Reg_E111TIC12_PV";"2024-01-29 14:18:13";65,0644;1;45320595986,5162
