Id,Time,DB_Reg_E111TIC11_PV,DB_Reg_E111TIC11_SP,DB_Reg_E111TIC12_OP,DB_Reg_E111TIC12_PV
1750,2024-01-29 16:43:18,8.2,65.77031,75.25436,65.79799
1751,2024-01-29 16:43:23,8.2,65.77232,74.76421,66.18178
1752,2024-01-29 16:43:28,8.2,65.77337,73.42132,66.86633
1753,2024-01-29 16:43:33,8.2,65.77116,73.50748,66.21172
1754,2024-01-29 16:43:38,8.2,65.76327,74.86661,65.12253
1755,2024-01-29 16:43:43,8.2,65.76594,75.48402,65.05465
1756,2024-01-29 16:43:48,8.2,65.7583,76.18269,64.92514
1757,2024-01-29 16:43:53,8.2,65.75796,75.46049,65.85599
1758,2024-01-29 16:43:58,8.2,65.75945,74.57887,66.37635
1759,2024-01-29 16:44:03,8.2,65.75532,74.60979,66.05177
1760,2024-01-29 16:44:09,8.293201,65.75191,74.62642,65.90703
1761,2024-01-29 16:44:14,8.299768,65.75408,74.35991,66.04068
1762,2024-01-29 16:44:19,8.3,65.75365,74.43661,65.84199
1763,2024-01-29 16:44:24,8.3,65.75321,74.53972,65.7244
1764,2024-01-29 16:44:29,8.3,65.75179,74.39742,65.84391
1765,2024-01-29 16:44:34,8.3,65.75133,73.84116,66.19635
1766,2024-01-29 16:44:39,8.3,65.74927,73.95957,65.8821
1767,2024-01-29 16:44:44,8.3,65.73692,74.46601,65.4636
1768,2024-01-29 16:44:49,8.3,65.73883,74.45448,65.6293
1769,2024-01-29 16:44:54,8.3,65.74231,74.2029,65.8741
1770,2024-01-29 16:44:59,8.387251,65.74111,74.94211,65.21441
1771,2024-01-29 16:45:04,8.399582,65.73742,77.80236,63.58073
1772,2024-01-29 16:45:09,8.399985,65.74462,76.42896,65.64099
1773,2024-01-29 16:45:14,8.400001,65.74051,72.58031,68.27032
1774,2024-01-29 16:45:19,8.400001,65.7359,73.07658,66.46252
1775,2024-01-29 16:45:25,8.400001,65.7383,76.70666,63.73183
1776,2024-01-29 16:45:30,8.400001,65.73464,77.51512,64.26602
1777,2024-01-29 16:45:35,8.400001,65.73824,74.88575,66.77307
1778,2024-01-29 16:45:40,8.400001,65.73488,73.05856,67.48766
1779,2024-01-29 16:45:45,8.400001,65.73676,73.70399,66.08591
1780,2024-01-29 16:45:50,8.400001,65.73469,74.55197,65.4304
1781,2024-01-29 16:45:55,8.400001,65.73397,74.55873,65.51965
1782,2024-01-29 16:46:00,8.400001,65.73048,75.31284,65.1215
1783,2024-01-29 16:46:05,8.400001,65.73138,76.01077,64.93044
1784,2024-01-29 16:46:10,8.482757,65.72898,75.77014,65.53468
1785,2024-01-29 16:46:15,8.499418,65.72217,75.35999,65.87251
1786,2024-01-29 16:46:20,8.499982,65.71916,74.86472,66.15369
1787,2024-01-29 16:46:25,8.5,65.719,74.51651,66.19298
1788,2024-01-29 16:46:30,8.5,65.71874,74.40995,66.03959
1789,2024-01-29 16:46:36,8.5,65.71495,74.35703,65.91908
1790,2024-01-29 16:46:41,8.5,65.7135,74.3364,65.82926
1791,2024-01-29 16:46:46,8.5,65.71133,74.27415,65.83215
1792,2024-01-29 16:46:51,8.5,65.71324,73.91331,66.01591
1793,2024-01-29 16:46:56,8.5,65.71298,73.88161,65.8705
1794,2024-01-29 16:47:01,8.5,65.70908,74.32024,65.50601
1795,2024-01-29 16:47:06,8.5,65.7103,74.70933,65.35453
1796,2024-01-29 16:47:11,8.5,65.71113,74.5866,65.61658
1797,2024-01-29 16:47:16,8.5,65.70934,74.79053,65.51414
1798,2024-01-29 16:47:21,8.5,65.71048,75.14114,65.37218
1799,2024-01-29 16:47:26,8.5,65.70147,75.36646,65.39814
1800,2024-01-29 16:47:31,8.5,65.70605,75.46481,65.48337
1801,2024-01-29 16:47:36,8.5,65.70724,75.59129,65.49944
1802,2024-01-29 16:47:41,8.5,65.70391,75.23243,65.87329
1803,2024-01-29 16:47:46,8.529884,65.70699,74.33291,66.38606
1804,2024-01-29 16:47:51,8.597691,65.70013,74.49313,65.94479
1805,2024-01-29 16:47:57,8.59992,65.69233,74.82825,65.61636
1806,2024-01-29 16:48:02,8.6,65.68784,74.50316,65.86947
1807,2024-01-29 16:48:07,8.6,65.68678,74.25332,65.94935
1808,2024-01-29 16:48:12,8.6,65.68136,73.50086,66.36433
1809,2024-01-29 16:48:17,8.6,65.67238,72.87533,66.44076
1810,2024-01-29 16:48:22,8.6,65.66714,73.67822,65.54732
1811,2024-01-29 16:48:27,8.6,65.66837,62.70011,74.06446
1812,2024-01-29 16:48:32,8.6,65.66448,51.04134,76.96027
1813,2024-01-29 16:48:37,8.6,65.66032,70.91328,57.95486
1814,2024-01-29 16:48:42,8.6,65.65685,70.60178,63.40442
1815,2024-01-29 16:48:47,8.6,65.65803,69.74358,64.53925
1816,2024-01-29 16:48:52,8.64082,65.65675,78.28868,59.29215
1817,2024-01-29 16:48:57,8.697415,65.65371,75.49875,64.50056
1818,2024-01-29 16:49:03,8.699914,65.644,72.64565,66.81165
1819,2024-01-29 16:49:08,8.7,65.64946,75.23982,64.37772
1820,2024-01-29 16:49:13,8.7,65.65021,78.84605,62.71983
1821,2024-01-29 16:49:18,8.7,65.64938,76.34758,65.8519
1822,2024-01-29 16:49:23,8.7,65.65351,74.66286,66.83208
1823,2024-01-29 16:49:28,8.7,65.6441,73.82169,66.78107
1824,2024-01-29 16:49:33,8.7,65.65278,75.54735,65.05809
1825,2024-01-29 16:49:38,8.7,65.65358,76.97018,64.42934
1826,2024-01-29 16:49:43,8.7,65.65038,77.44427,64.69383
1827,2024-01-29 16:49:48,8.7,65.64886,76.82194,65.57615
1828,2024-01-29 16:49:53,8.7,65.64795,75.815,66.33707
1829,2024-01-29 16:49:58,8.7,65.65157,74.18226,67.12343
1830,2024-01-29 16:50:03,8.7,65.64297,73.54972,66.7393
1831,2024-01-29 16:50:08,8.7,65.64128,76.20094,64.42039
1832,2024-01-29 16:50:13,8.726183,65.65095,77.15588,64.38495
1833,2024-01-29 16:50:18,8.795473,65.64766,76.08471,65.77969
1834,2024-01-29 16:50:24,8.799855,65.64979,74.58825,66.67084
1835,2024-01-29 16:50:29,8.8,65.64945,73.27353,67.04826
1836,2024-01-29 16:50:34,8.8,65.64608,75.25814,64.98661
1837,2024-01-29 16:50:39,8.8,65.6495,78.33115,63.23406
1838,2024-01-29 16:50:44,8.8,65.64496,77.02891,65.30662
1839,2024-01-29 16:50:49,8.8,65.64547,74.50459,67.15346
1840,2024-01-29 16:50:54,8.8,65.63918,73.73579,66.84327
1841,2024-01-29 16:50:59,8.8,65.64252,75.59155,64.99669
1842,2024-01-29 16:51:04,8.8,65.63776,76.46735,64.71432
1843,2024-01-29 16:51:09,8.8,65.6329,76.5852,65.20582
1844,2024-01-29 16:51:14,8.8,65.63522,75.38861,66.28806
1845,2024-01-29 16:51:19,8.8,65.63378,74.69401,66.43524
1846,2024-01-29 16:51:24,8.8,65.63519,74.19491,66.36102
1847,2024-01-29 16:51:29,8.8,65.63023,73.9407,66.24129
1848,2024-01-29 16:51:34,8.8,65.62683,74.22011,65.76337
1849,2024-01-29 16:51:40,8.827107,65.62965,74.86021,65.17629
1850,2024-01-29 16:51:45,8.896076,65.6225,77.2997,63.67168
1851,2024-01-29 16:51:50,8.899869,65.62525,77.75773,64.44778
1852,2024-01-29 16:51:55,8.900001,65.6261,75.45721,66.6347
1853,2024-01-29 16:52:00,8.900001,65.62533,73.62474,67.35036
1854,2024-01-29 16:52:05,8.900001,65.61801,74.84017,65.52573
1855,2024-01-29 16:52:10,8.900001,65.61135,76.57729,64.42319
1856,2024-01-29 16:52:15,8.900001,65.61382,77.16084,64.65225
1857,2024-01-29 16:52:20,8.900001,65.61569,76.29935,65.72292
1858,2024-01-29 16:52:25,8.900001,65.61536,75.21422,66.2955
1859,2024-01-29 16:52:30,8.900001,65.61388,74.67763,66.31277
1860,2024-01-29 16:52:35,8.900001,65.61185,73.78442,66.56274
1861,2024-01-29 16:52:40,8.996469,65.60291,73.94444,65.99475
1862,2024-01-29 16:52:45,8.999883,65.5997,74.39655,65.47232
1863,2024-01-29 16:52:50,9.0,65.60054,74.55854,65.45113
1864,2024-01-29 16:52:56,9.0,65.59763,74.56255,65.47793
1865,2024-01-29 16:53:01,9.0,65.59164,77.59658,63.50341
1866,2024-01-29 16:53:06,9.0,65.59259,76.88708,65.06687
1867,2024-01-29 16:53:11,9.0,65.59264,73.9978,67.29841
1868,2024-01-29 16:53:16,9.0,65.58749,72.61297,67.29726
1869,2024-01-29 16:53:21,9.0,65.59058,75.18027,64.79947
1870,2024-01-29 16:53:26,9.0,65.58748,76.29529,64.44328
1871,2024-01-29 16:53:31,9.0,65.5867,75.44266,65.66876
1872,2024-01-29 16:53:36,9.015816,65.58981,74.08794,66.50703
1873,2024-01-29 16:53:41,9.098576,65.58586,73.89446,66.04204
1874,2024-01-29 16:53:46,9.099957,65.58371,73.22421,66.27304
1875,2024-01-29 16:53:51,9.1,65.58195,74.35765,65.2058
1876,2024-01-29 16:53:56,9.1,65.58147,73.80343,65.62849
1877,2024-01-29 16:54:01,9.1,65.57894,74.04939,65.6132
1878,2024-01-29 16:54:07,9.1,65.57801,70.46397,68.02996
1879,2024-01-29 16:54:12,9.1,65.57397,72.44526,65.20509
1880,2024-01-29 16:54:17,9.1,65.56576,77.94675,61.64793
1881,2024-01-29 16:54:22,9.1,65.57262,76.80806,64.48837
1882,2024-01-29 16:54:27,9.1,65.5696,73.64542,67.00356
1883,2024-01-29 16:54:32,9.1,65.56847,73.93819,65.99329
1884,2024-01-29 16:54:37,9.1,65.57053,76.74423,63.89962
1885,2024-01-29 16:54:42,9.1,65.57206,77.51123,64.29308
1886,2024-01-29 16:54:47,9.1,65.57027,76.30845,65.66883
1887,2024-01-29 16:54:52,9.1,65.56638,74.94676,66.52234
1888,2024-01-29 16:54:57,9.1,65.55956,74.20332,66.52625
1889,2024-01-29 16:55:02,9.1,65.55877,73.8446,66.26621
1890,2024-01-29 16:55:07,9.1,65.55193,73.5985,66.10871
1891,2024-01-29 16:55:12,9.1,65.54865,74.02592,65.50064
1892,2024-01-29 16:55:17,9.165052,65.54433,76.61652,63.64955
1893,2024-01-29 16:55:23,9.19884,65.5354,78.16766,63.62097
1894,2024-01-29 16:55:28,9.19996,65.53699,76.60536,65.58945
1895,2024-01-29 16:55:33,9.2,65.53204,74.19622,67.1655
1896,2024-01-29 16:55:38,9.2,65.52266,74.02079,66.4339
1897,2024-01-29 16:55:43,9.2,65.52206,76.55208,64.17643
1898,2024-01-29 16:55:48,9.2,65.52014,78.39362,63.6597
1899,2024-01-29 16:55:53,9.2,65.52887,76.19752,66.15202
1900,2024-01-29 16:55:58,9.2,65.52696,73.03359,67.91344
1901,2024-01-29 16:56:03,9.2,65.52975,74.89275,65.43626
1902,2024-01-29 16:56:08,9.2,65.52592,78.59181,62.92406
1903,2024-01-29 16:56:13,9.2,65.52211,76.18941,66.21282
1904,2024-01-29 16:56:18,9.2,65.52161,72.98169,68.00604
1905,2024-01-29 16:56:23,9.2,65.52252,75.02802,65.23489
1906,2024-01-29 16:56:28,9.2,65.52382,78.42818,63.18976
1907,2024-01-29 16:56:34,9.2,65.51856,76.82092,65.4446
1908,2024-01-29 16:56:39,9.2,65.52082,73.34679,67.86955
1909,2024-01-29 16:56:44,9.2,65.51997,73.87817,66.15279
1910,2024-01-29 16:56:49,9.225459,65.51881,76.77844,63.94049
1911,2024-01-29 16:56:54,9.297521,65.51694,77.40649,64.38718
1912,2024-01-29 16:56:59,9.299919,65.52103,75.36076,66.39192
1913,2024-01-29 16:57:04,9.3,65.51971,73.66264,67.03443
1914,2024-01-29 16:57:09,9.3,65.52015,74.54478,65.63015
1915,2024-01-29 16:57:14,9.3,65.51423,76.09851,64.5672
1916,2024-01-29 16:57:19,9.3,65.51492,76.7419,64.58733
1917,2024-01-29 16:57:24,9.3,65.51543,76.01631,65.64617
1918,2024-01-29 16:57:29,9.3,65.50977,74.77987,66.48518
1919,2024-01-29 16:57:34,9.3,65.50977,74.43263,66.28477
1920,2024-01-29 16:57:39,9.3,65.51121,74.23447,66.07801
1921,2024-01-29 16:57:44,9.3,65.50306,74.14371,65.84148
1922,2024-01-29 16:57:49,9.396397,65.49953,74.18009,65.6333
1923,2024-01-29 16:57:55,9.399878,65.49638,74.983,64.9792
1924,2024-01-29 16:58:00,9.400001,65.49671,76.09024,64.45129
1925,2024-01-29 16:58:05,9.400001,65.49551,76.744,64.5076
1926,2024-01-29 16:58:10,9.400001,65.48619,77.06855,64.81118
1927,2024-01-29 16:58:15,9.400001,65.48735,75.38127,66.24573
1928,2024-01-29 16:58:20,9.400001,65.48852,73.67469,67.0808
1929,2024-01-29 16:58:25,9.400001,65.48885,73.22425,66.55294
1930,2024-01-29 16:58:30,9.400001,65.49046,76.4569,63.77386
1931,2024-01-29 16:58:35,9.400001,65.49005,78.23951,63.60363
1932,2024-01-29 16:58:40,9.400001,65.48367,75.32986,66.52831
1933,2024-01-29 16:58:45,9.400001,65.48477,72.74179,67.73974
1934,2024-01-29 16:58:50,9.400001,65.48348,75.20072,64.90836
1935,2024-01-29 16:58:55,9.400001,65.47665,77.67933,63.59838
1936,2024-01-29 16:59:00,9.400001,65.47363,76.79907,65.17533
1937,2024-01-29 16:59:06,9.400001,65.47536,74.06071,67.18382
1938,2024-01-29 16:59:11,9.400001,65.47827,72.95871,67.04846
1939,2024-01-29 16:59:16,9.400001,65.4708,75.59225,64.49718
1940,2024-01-29 16:59:21,9.400001,65.47364,77.47051,63.80519
1941,2024-01-29 16:59:26,9.400001,65.47239,75.19041,66.15659
1942,2024-01-29 16:59:31,9.400001,65.47287,73.75107,66.77399
1943,2024-01-29 16:59:36,9.400001,65.47373,72.99328,66.66901
1944,2024-01-29 16:59:41,9.471195,65.47135,74.0805,65.28197
1945,2024-01-29 16:59:46,9.499051,65.47388,77.19101,63.31311
1946,2024-01-29 16:59:51,9.499973,65.47396,75.96273,65.25407
1947,2024-01-29 16:59:56,9.5,65.47421,73.79287,66.79902
1948,2024-01-29 17:00:02,9.5,65.47499,72.16824,67.10689
1949,2024-01-29 17:00:07,9.5,65.4745,75.95361,63.78253
1950,2024-01-29 17:00:12,9.5,65.47392,77.48858,63.65221
1951,2024-01-29 17:00:16,9.5,65.47525,75.30099,66.04969
1952,2024-01-29 17:00:21,9.5,65.47393,72.58309,67.56567
1953,2024-01-29 17:00:27,9.5,65.47607,73.22964,65.97169
1954,2024-01-29 17:00:32,9.5,65.47063,76.08234,63.87584
1955,2024-01-29 17:00:37,9.5,65.47317,76.11971,64.73817
1956,2024-01-29 17:00:42,9.575175,65.47033,74.14825,66.38753
1957,2024-01-29 17:00:47,9.599165,65.47238,72.87844,66.81001
1958,2024-01-29 17:00:52,9.59997,65.46779,71.83047,66.87592
1959,2024-01-29 17:00:57,9.6,65.46292,73.70038,64.91488
1960,2024-01-29 17:01:02,9.6,65.46028,74.19964,64.89729
1961,2024-01-29 17:01:07,9.6,65.45973,73.71787,65.47614
1962,2024-01-29 17:01:12,9.6,65.45619,73.8875,65.37428
1963,2024-01-29 17:01:17,9.6,65.45144,73.78344,65.45994
1964,2024-01-29 17:01:22,9.6,65.45202,74.4465,64.99747
1965,2024-01-29 17:01:27,9.6,65.45216,75.55937,64.43119
1966,2024-01-29 17:01:32,9.6,65.44733,76.20956,64.5518
1967,2024-01-29 17:01:38,9.6,65.44791,74.63978,66.08742
1968,2024-01-29 17:01:43,9.6,65.44546,72.31854,67.41734
1969,2024-01-29 17:01:48,9.6,65.44094,70.82382,67.39195
1970,2024-01-29 17:01:53,9.6,65.4419,73.67985,64.55651
1971,2024-01-29 17:01:58,9.610107,65.4389,75.44917,63.77127
1972,2024-01-29 17:02:03,9.69516,65.43884,75.40386,64.66873
1973,2024-01-29 17:02:08,9.699842,65.43781,73.86599,66.07363
1974,2024-01-29 17:02:13,9.7,65.44348,73.4501,66.03904
1975,2024-01-29 17:02:18,9.7,65.43782,73.35037,65.8243
1976,2024-01-29 17:02:23,9.7,65.42895,73.07931,65.77261
1977,2024-01-29 17:02:28,9.7,65.4346,73.36736,65.40527
1978,2024-01-29 17:02:33,9.7,65.43376,73.51442,65.31458
1979,2024-01-29 17:02:38,9.7,65.42935,73.27359,65.56438
1980,2024-01-29 17:02:43,9.7,65.43281,73.44313,65.29546
1981,2024-01-29 17:02:48,9.7,65.41833,74.63945,64.5433
1982,2024-01-29 17:02:54,9.7,65.42122,75.71159,64.25121
1983,2024-01-29 17:02:59,9.7,65.42316,74.40344,65.76267
1984,2024-01-29 17:03:04,9.7,65.42667,73.50388,66.16415
1985,2024-01-29 17:03:09,9.73245,65.42612,73.29358,65.95744
1986,2024-01-29 17:03:14,9.794661,65.41273,73.04506,65.87984
1987,2024-01-29 17:03:19,9.799819,65.41784,73.09985,65.62373
1988,2024-01-29 17:03:24,9.8,65.41284,73.35105,65.34857
1989,2024-01-29 17:03:29,9.8,65.40877,73.67207,65.15865
1990,2024-01-29 17:03:34,9.8,65.39813,75.02518,64.26842
1991,2024-01-29 17:03:39,9.8,65.39996,75.96017,64.39592
1992,2024-01-29 17:03:44,9.8,65.39363,74.49472,65.85978
1993,2024-01-29 17:03:49,9.8,65.39384,74.09785,65.87961
1994,2024-01-29 17:03:54,9.8,65.38948,74.02535,65.70905
1995,2024-01-29 17:03:59,9.8,65.39107,73.85547,65.67921
1996,2024-01-29 17:04:04,9.8,65.39063,73.30463,65.92554
1997,2024-01-29 17:04:10,9.8,65.3877,72.82963,65.9909
1998,2024-01-29 17:04:15,9.8,65.38763,72.7133,65.78402
1999,2024-01-29 17:04:20,9.8,65.38673,72.59195,65.67668
2000,2024-01-29 17:04:25,9.8,65.39162,72.82783,65.38213
2001,2024-01-29 17:04:30,9.8,65.38948,74.14054,64.49205
2002,2024-01-29 17:04:35,9.8,65.3907,74.84629,64.43561
2003,2024-01-29 17:04:40,9.8,65.39262,75.66846,64.31584
2004,2024-01-29 17:04:45,9.8,65.38537,75.37257,65.08254
2005,2024-01-29 17:04:50,9.8,65.39116,73.8998,66.21021
2006,2024-01-29 17:04:55,9.88126,65.39159,73.62108,65.91341
2007,2024-01-29 17:05:00,9.899366,65.39123,73.97479,65.47461
2008,2024-01-29 17:05:05,9.899976,65.38953,68.98016,69.29245
2009,2024-01-29 17:05:10,9.900001,65.38969,63.26777,71.00121
2010,2024-01-29 17:05:15,9.900001,65.38723,61.53501,68.99652
2011,2024-01-29 17:05:20,9.900001,65.38456,69.52618,62.1076
2012,2024-01-29 17:05:26,9.900001,65.38644,71.65664,62.16632
2013,2024-01-29 17:05:31,9.900001,65.3832,75.00733,61.39637
2014,2024-01-29 17:05:36,9.900001,65.38741,75.7926,62.7621
2015,2024-01-29 17:05:41,9.900001,65.37936,75.75021,64.05946
2016,2024-01-29 17:05:46,9.900001,65.37661,74.94619,65.18859
2017,2024-01-29 17:05:51,9.900001,65.37783,74.35325,65.69508
2018,2024-01-29 17:05:56,9.900001,65.38207,74.41899,65.53928
2019,2024-01-29 17:06:01,9.900001,65.38069,74.95729,65.0622
2020,2024-01-29 17:06:06,9.900001,65.37393,75.25294,65.08701
2021,2024-01-29 17:06:11,9.997662,65.3749,75.334,65.13905
2022,2024-01-29 17:06:16,9.999922,65.38149,75.47826,65.14715
2023,2024-01-29 17:06:21,10.0,65.37762,75.37907,65.31002
2024,2024-01-29 17:06:26,10.0,65.37408,75.38811,65.37115
2025,2024-01-29 17:06:31,10.0,65.36771,75.45647,65.3287
2026,2024-01-29 17:06:37,10.0,65.37021,75.15697,65.60516
2027,2024-01-29 17:06:42,10.0,65.36515,75.05093,65.57971
2028,2024-01-29 17:06:47,10.0,65.36065,74.98215,65.53413
2029,2024-01-29 17:06:52,10.0,65.35522,74.77864,65.59417
2030,2024-01-29 17:06:57,10.0,65.35401,74.76588,65.50031
2031,2024-01-29 17:07:02,10.0,65.35373,74.60594,65.53068
2032,2024-01-29 17:07:07,10.0,65.34862,74.67577,65.41164
2033,2024-01-29 17:07:12,10.0,65.34757,74.72259,65.37046
2034,2024-01-29 17:07:17,10.0,65.35049,74.6683,65.36358
2035,2024-01-29 17:07:22,10.0,65.34966,74.43272,65.56707
2036,2024-01-29 17:07:27,10.0,65.3453,74.29198,65.52486
2037,2024-01-29 17:07:32,10.0,65.34998,74.39827,65.35622
2038,2024-01-29 17:07:37,10.0,65.35079,74.10651,65.58574
2039,2024-01-29 17:07:42,10.0,65.3469,73.56506,65.82325
2040,2024-01-29 17:07:47,10.0,65.34673,73.27236,65.80173
2041,2024-01-29 17:07:53,10.09008,65.34966,73.43988,65.41096
2042,2024-01-29 17:07:58,10.09967,65.35006,74.84106,64.46222
2043,2024-01-29 17:08:03,10.09999,65.3494,75.53809,64.41294
2044,2024-01-29 17:08:08,10.1,65.35295,75.93256,64.59061
2045,2024-01-29 17:08:13,10.1,65.35249,74.79458,65.75557
2046,2024-01-29 17:08:18,10.1,65.35568,73.7654,66.24879
2047,2024-01-29 17:08:23,10.1,65.35635,73.22824,66.19142
2048,2024-01-29 17:08:28,10.1,65.35284,72.92393,66.01402
2049,2024-01-29 17:08:33,10.1,65.35574,72.72678,65.83881
2050,2024-01-29 17:08:38,10.1,65.35733,72.96227,65.40413
2051,2024-01-29 17:08:43,10.1,65.35296,75.51337,63.57438
2052,2024-01-29 17:08:48,10.1,65.3511,76.67487,63.73159
2053,2024-01-29 17:08:53,10.1,65.35053,75.00906,65.68064
2054,2024-01-29 17:08:58,10.1,65.34995,73.32092,66.62765
2055,2024-01-29 17:09:04,10.1,65.35105,72.49562,66.58034
2056,2024-01-29 17:09:09,10.1,65.34913,73.43517,65.27548
2057,2024-01-29 17:09:14,10.1,65.34766,74.4906,64.63259
2058,2024-01-29 17:09:19,10.1,65.34512,74.67979,64.8378
2059,2024-01-29 17:09:24,10.15791,65.34784,74.78764,64.99229
2060,2024-01-29 17:09:29,10.1986,65.34698,74.60583,65.29685
2061,2024-01-29 17:09:34,10.19995,65.34403,74.0224,65.71855
2062,2024-01-29 17:09:39,10.2,65.34482,73.27065,66.06631
2063,2024-01-29 17:09:44,10.2,65.34045,72.14764,66.48749
2064,2024-01-29 17:09:49,10.2,65.33669,71.17551,66.57491
2065,2024-01-29 17:09:54,10.2,65.33668,73.9061,64.00527
2066,2024-01-29 17:09:59,10.2,65.33049,75.62527,63.59557
2067,2024-01-29 17:10:04,10.2,65.32787,74.12386,65.46874
2068,2024-01-29 17:10:09,10.2,65.32522,73.19957,65.95159
2069,2024-01-29 17:10:14,10.2,65.32728,73.14043,65.72298
2070,2024-01-29 17:10:19,10.2,65.32436,72.89192,65.70277
2071,2024-01-29 17:10:25,10.2,65.32428,73.17236,65.32592
2072,2024-01-29 17:10:30,10.2,65.32517,73.25382,65.26432
2073,2024-01-29 17:10:35,10.2,65.32127,73.49751,65.11935
2074,2024-01-29 17:10:40,10.2,65.31978,73.39212,65.28472
2075,2024-01-29 17:10:45,10.2,65.3214,73.58352,65.15556
2076,2024-01-29 17:10:50,10.2,65.32308,75.07545,64.21906
2077,2024-01-29 17:10:55,10.27112,65.31827,74.77079,65.06267
2078,2024-01-29 17:11:00,10.29839,65.31197,73.01973,66.37486
2079,2024-01-29 17:11:05,10.29994,65.31409,71.64387,66.77034
2080,2024-01-29 17:11:10,10.3,65.3165,73.68386,64.50892
2081,2024-01-29 17:11:15,10.3,65.31712,76.44213,63.16688
2082,2024-01-29 17:11:20,10.3,65.32063,74.09043,65.81781
2083,2024-01-29 17:11:25,10.3,65.31997,71.46079,67.30711
2084,2024-01-29 17:11:30,10.3,65.31968,72.7122,65.39012
2085,2024-01-29 17:11:36,10.3,65.32067,76.00195,63.18174
2086,2024-01-29 17:11:41,10.3,65.32464,75.43899,64.72846
2087,2024-01-29 17:11:46,10.3,65.32012,72.4706,67.01757
2088,2024-01-29 17:11:51,10.3,65.3216,71.22294,66.97224
2089,2024-01-29 17:11:56,10.3,65.31789,74.50168,63.91172
2090,2024-01-29 17:12:01,10.3,65.31966,76.65041,63.26471
2091,2024-01-29 17:12:06,10.3,65.31964,73.77531,66.21478
2092,2024-01-29 17:12:11,10.3,65.31483,71.83845,67.05927
2093,2024-01-29 17:12:16,10.3,65.31208,72.12762,65.92233
2094,2024-01-29 17:12:21,10.3,65.31439,73.80107,64.55445
2095,2024-01-29 17:12:26,10.3,65.32349,74.74603,64.38128
2096,2024-01-29 17:12:31,10.36303,65.32349,74.16602,65.23981
2097,2024-01-29 17:12:36,10.39802,65.31847,73.53772,65.67715
2098,2024-01-29 17:12:41,10.39993,65.32253,73.06867,65.86972
2099,2024-01-29 17:12:46,10.4,65.32082,71.25209,66.82471
2100,2024-01-29 17:12:52,10.4,65.31619,71.35557,65.91236
2101,2024-01-29 17:12:57,10.4,65.30999,74.66472,63.29409
2102,2024-01-29 17:13:02,10.4,65.30576,75.49911,63.89128
2103,2024-01-29 17:13:07,10.4,65.30727,72.96125,66.28238
2104,2024-01-29 17:13:12,10.4,65.30637,70.52203,67.43307
2105,2024-01-29 17:13:17,10.4,65.31216,72.21272,65.09595
2106,2024-01-29 17:13:22,10.4,65.31561,74.91438,63.48864
2107,2024-01-29 17:13:27,10.4,65.3121,73.39049,65.52836
2108,2024-01-29 17:13:32,10.4,65.31485,70.55322,67.28214
2109,2024-01-29 17:13:37,10.4,65.31329,70.37869,65.96792
2110,2024-01-29 17:13:42,10.49349,65.30971,74.15028,63.1754
2111,2024-01-29 17:13:47,10.49978,65.30982,75.18146,63.63374
2112,2024-01-29 17:13:52,10.5,65.31541,73.34728,65.67214
2113,2024-01-29 17:13:57,10.5,65.31429,72.59415,65.98917
2114,2024-01-29 17:14:03,10.5,65.30826,72.07206,66.03336
2115,2024-01-29 17:14:08,10.5,65.31251,70.87291,66.53109
2116,2024-01-29 17:14:13,10.5,65.30975,71.44953,65.40048
2117,2024-01-29 17:14:18,10.5,65.30733,74.0955,63.62106
2118,2024-01-29 17:14:23,10.5,65.31168,75.16938,63.76153
2119,2024-01-29 17:14:28,10.5,65.31193,73.76048,65.46709
2120,2024-01-29 17:14:33,10.5,65.31004,70.86385,67.413
2121,2024-01-29 17:14:38,10.5,65.31391,71.09956,65.98845
2122,2024-01-29 17:14:43,10.5,65.30775,72.1138,65.22751
2123,2024-01-29 17:14:48,10.5,65.30288,69.93781,66.68318
2124,2024-01-29 17:14:53,10.5,65.30476,70.22322,65.56902
2125,2024-01-29 17:14:58,10.5,65.30188,72.79853,63.75426
2126,2024-01-29 17:15:03,10.5,65.30009,72.73809,64.604
2127,2024-01-29 17:15:08,10.5,65.29745,72.19884,65.25901
2128,2024-01-29 17:15:14,10.5,65.29553,71.2617,65.9741
2129,2024-01-29 17:15:19,10.5881,65.29191,70.58681,66.0907
2130,2024-01-29 17:15:24,10.5996,65.29236,70.19756,65.97641
2131,2024-01-29 17:15:29,10.59999,65.28864,69.79882,65.94374
2132,2024-01-29 17:15:34,10.6,65.28009,69.23915,65.93417
2133,2024-01-29 17:15:39,10.6,65.2781,71.67735,63.96977
2134,2024-01-29 17:15:44,10.6,65.27186,71.99725,64.46101
2135,2024-01-29 17:15:49,10.6,65.26551,71.25745,65.25681
2136,2024-01-29 17:15:54,10.6,65.2643,70.97468,65.45869
2137,2024-01-29 17:15:59,10.6,65.25854,71.59573,64.94827
2138,2024-01-29 17:16:04,10.6,65.2541,72.14833,64.70345
2139,2024-01-29 17:16:09,10.6,65.25212,72.9031,64.45393
2140,2024-01-29 17:16:14,10.6,65.25397,72.76473,64.90755
2141,2024-01-29 17:16:19,10.6,65.25068,71.70834,65.79688
2142,2024-01-29 17:16:25,10.6,65.24864,71.05678,65.98419
2143,2024-01-29 17:16:30,10.6,65.24777,70.63612,65.91963
